Make It with You,tl,10,00
A Soldier's Heart,tl,10,00
Luv is: Caught in His Arms,tl,10,00
My Love From The Star,tl,10,00
Pantaxa Laiya,tl,10,00
BetCin,tl,10,00
The Blood Sisters,tl,10,00
Wattpad Presents A Rose Between Two Thorns,tl,10,00
"Her Rules, Her No’s",tl,10,00
The Rain in España,tl,10,00
Padayon The Series,tl,10,00
Gandara: The Beksplorer,tl,10,00
Taiwan That You Love,tl,10,00
Endless Love,tl,10,00
Fit Check: Confessions of an Ukay Queen,tl,10,00
The Mysterious Case Of Ana Madrigal,tl,10,00
My Extraordinary,tl,10,00
My Girl,tl,10,00
Halik,tl,10,00
The Shore,tl,10,00
Raising Mama,tl,10,00
Kailangan Ko'y Ikaw,tl,10,00
Marinara,tl,10,00
Bagman,tl,10,00
Darna,tl,10,00
Encantadia,tl,9,70
My Husband's Lover,tl,9,50
Ilustrado,tl,9,50
Pepito Manaloto,tl,9,50
Secret Campus,tl,9,50
Running Man Philippines,tl,9,50
Amaya,tl,9,50
Fast Talk with Boy Abunda,tl,9,50
Bakekang,tl,9,50
Secrets of Urduja,tl,9,30
The Rich Man's Daughter,tl,9,00
Reel Love Presents Tween Hearts,tl,9,00
Till I Met You,tl,9,00
Magkaagaw,tl
