Medikai paramedikai,10.0
Stay there,10.0
Unloved,10.0
Pasmerkti,10.0
Svetimi,10.0
Rezidentai,10.0
Starkaus ir Radzevičiaus kelionės,10.0
Nekenčiu reklamos,9.0
Pelėkautai,8.0
Pabandom iš naujo,5.0
Šviesoforas,0.0
Tai kur toliau?,0.0
Sala. 2029,0.0
Gaujų karai. Ledlaužis,0.0
Troll Farm,0.0
Detektyvai:209,0.0
Kas būtų, jeigu nebūtų Mėnulio,0.0
People who created Lithuania,0.0
T1NKL4S,0.0
Medžioklės sezonas,0.0
Kurmis,0.0
Juodosios našlės,0.0
Prakeikti,0.0
Summer of Love,0.0
Žalia balta. Iki švilpuko,0.0
Savo akimis,0.0
Rimti Reikalai,0.0
Gang Wars. Princes,0.0
Gelbėtojai išgelbėtojai,0.0
Chameleon,0.0
Monikai reikia meilės,0.0
Tobula kopija,0.0
Kam ta meilė?,0.0
Stanionis. Gyvenimo kova,0.0
Gang Wars. Pigeons,0.0
Myliu Ameriką,0.0
Pagaminta Kinijoje,0.0
Tuk Tuk Indija,0.0
Gang Wars. Shadows,0.0
Šilko kelias,0.0
Afrika.LT,0.0
Gaujų karai. Klampios pėdos,0.0
GalvOk,0.0
Nacionalinė ekspedicija,0.0
Rich poor,0.0
Women Lie Better,0.0
Visi vyrai - kiaulės,0.0
Pats brangiausias serialas,0.0
The Home of Basketball,0.0
Gang Wars. Pythons,0.0
