Make It with You,10.0
A Soldier's Heart,10.0
Luv is: Caught in His Arms,10.0
My Love From The Star,10.0
Pantaxa Laiya,10.0
BetCin,10.0
The Blood Sisters,10.0
Wattpad Presents A Rose Between Two Thorns,10.0
Her Rules, Her No’s,10.0
The Rain in España,10.0
Padayon The Series,10.0
Gandara: The Beksplorer,10.0
Taiwan That You Love,10.0
Endless Love,10.0
Fit Check: Confessions of an Ukay Queen,10.0
The Mysterious Case Of Ana Madrigal,10.0
My Extraordinary,10.0
My Girl,10.0
Halik,10.0
The Shore,10.0
Raising Mama,10.0
Kailangan Ko'y Ikaw,10.0
Marinara,10.0
Bagman,10.0
Darna,10.0
Encantadia,9.7
My Husband's Lover,9.5
Ilustrado,9.5
Pepito Manaloto,9.5
Secret Campus,9.5
Running Man Philippines,9.5
Amaya,9.5
Fast Talk with Boy Abunda,9.5
Bakekang,9.5
Secrets of Urduja,9.3
The Rich Man's Daughter,9.0
Reel Love Presents Tween Hearts,9.0
Till I Met You,9.0
Magkaagaw,9.0
Circus,9.0
First Lady,9.0
Meant To Be,9.0
Mano po Legacy: The Flower Sisters,9.0
Rainbow Prince,9.0
Article 247,9.0
Love You Stranger,9.0
False Positive,9.0
Hearts On Ice,9.0
Walang Matigas na Pulis sa Matinik na Misis,9.0
Widows' Web,9.0
