Aise Jalay Jiya,10.0
Bay Dardi,10.0
Ranjha Ranjha Kardi,10.0
Udaari,10.0
Ishq Tamasha,10.0
Kaisi Teri Khudgharzi,10.0
Gul-e-Rana,10.0
Ye Dil Mera,10.0
Chupke Chupke,10.0
Croron Mein Khel,10.0
Ishq Hamari Galiyon Mein,10.0
Aseer Zadi,10.0
Meri Guriya,10.0
Dil Mom Ka Diya,10.0
Aisi Hai Tanhai,10.0
Moorat,10.0
Ek Tamanna Lahasil Si,10.0
Aunn Zara,10.0
Qurban,10.0
Meri Zaat Zarra-e-Benishan,10.0
Jal Pari,10.0
Hum Tehray Gunahgaar,10.0
Aks,10.0
Aik Thi Misaal,10.0
Akhri Barish,10.0
Aik Pal,10.0
Alif Noon,10.0
Izteraab,10.0
Jaan'nisar,10.0
Ishq Ibadat,10.0
Kahi Unkahi,10.0
Kahani Raima Aur Manahil Ki,10.0
BFFS,10.0
Ishq Nachaya,10.0
Jhoot,10.0
Jugnoo,10.0
Jalebiyan,10.0
Kabhi Kabhi,10.0
Dil Lagi,10.0
Dil-e-Beqarar,10.0
O Rangreza,10.0
Ishq Gumshuda,10.0
Doraha,10.0
Jab We Wed,10.0
Kaafir,10.0
Ishq Mein Teray,10.0
Jhooti,10.0
Aangan,10.0
Ishq Ibadat,10.0
Haiwan,10.0
