Cseppben az élet,10.0
Kék menet,10.0
Közös Többszörös,10.0
Suli-Buli,10.0
12 hónap az erdőn,10.0
Mazsola és Tádé,10.0
Forbidden Zones,10.0
The History of Hungary,10.0
Bogaras szülők,10.0
TIMEOUT Podcast,10.0
Mirr Murr a kandúr,10.0
Másfélmillió lépés Magyarországon,10.0
Háború a nemzet ellen,10.0
Bogyó és Babóca,10.0
Éjjel-Nappal Budapest,10.0
Mint oldott kéve 1983,10.0
Indonézia 4 arca,10.0
Mire megvénülünk,10.0
LSB, the Series,10.0
Száz vasutat, ezeret...,10.0
Comedy Club,9.5
In Treatment,9.25
JÓLVANEZÍGY,9.0
A 78-as körzet,9.0
Vastyúk is talál szeget,9.0
Totalcar,9.0
X-Faktor,9.0
Showder Klub,9.0
One Summer Adventure,8.9
Toldi,8.8
Fapad,8.8
Bátrak földje,8.7
Our Little Village,8.5
Cuki, a kiskukac kalandjai,8.5
Szomszédok,8.444
The King,8.4
200 First Dates,8.4
Golden Life,8.154
The Mézga Family,8.0
Ázsia Expressz,8.0
Pepe,8.0
Linda,8.0
Cápák között,8.0
Cadillac Drive,8.0
Sándor Mátyás,8.0
Klipperek,8.0
Leó és Fred,8.0
Kerekek és lépések,8.0
Krisztofóró,8.0
Zsákbamacska,8.0
